id,visitors
air_00a91d42b08b08d9_2017-04-23,2.248201608657837
air_00a91d42b08b08d9_2017-04-24,20.634145736694336
air_00a91d42b08b08d9_2017-04-25,23.648414611816406
air_00a91d42b08b08d9_2017-04-26,27.697195053100586
air_00a91d42b08b08d9_2017-04-27,29.28744125366211
air_00a91d42b08b08d9_2017-04-28,35.511173248291016
air_00a91d42b08b08d9_2017-04-29,24.34541893005371
air_00a91d42b08b08d9_2017-04-30,2.248201608657837
air_00a91d42b08b08d9_2017-05-01,20.634145736694336
air_00a91d42b08b08d9_2017-05-02,23.648414611816406
air_00a91d42b08b08d9_2017-05-03,29.480628967285156
air_00a91d42b08b08d9_2017-05-04,28.72877311706543
air_00a91d42b08b08d9_2017-05-05,36.11769104003906
air_00a91d42b08b08d9_2017-05-06,13.973548889160156
air_00a91d42b08b08d9_2017-05-07,2.248201608657837
air_00a91d42b08b08d9_2017-05-08,20.634145736694336
air_00a91d42b08b08d9_2017-05-09,23.648414611816406
air_00a91d42b08b08d9_2017-05-10,27.697195053100586
air_00a91d42b08b08d9_2017-05-11,29.28744125366211
air_00a91d42b08b08d9_2017-05-12,35.511173248291016
air_00a91d42b08b08d9_2017-05-13,13.973548889160156
air_00a91d42b08b08d9_2017-05-14,2.248201608657837
air_00a91d42b08b08d9_2017-05-15,20.634145736694336
air_00a91d42b08b08d9_2017-05-16,23.648414611816406
air_00a91d42b08b08d9_2017-05-17,27.697195053100586
air_00a91d42b08b08d9_2017-05-18,29.28744125366211
air_00a91d42b08b08d9_2017-05-19,35.511173248291016
air_00a91d42b08b08d9_2017-05-20,13.973548889160156
air_00a91d42b08b08d9_2017-05-21,2.248201608657837
air_00a91d42b08b08d9_2017-05-22,20.634145736694336
air_00a91d42b08b08d9_2017-05-23,23.648414611816406
air_00a91d42b08b08d9_2017-05-24,27.697195053100586
air_00a91d42b08b08d9_2017-05-25,29.28744125366211
air_00a91d42b08b08d9_2017-05-26,35.511173248291016
air_00a91d42b08b08d9_2017-05-27,13.973548889160156
air_00a91d42b08b08d9_2017-05-28,2.248201608657837
air_00a91d42b08b08d9_2017-05-29,20.634145736694336
air_00a91d42b08b08d9_2017-05-30,23.648414611816406
