id,visitors
air_00a91d42b08b08d9_2017-04-23,2.009556868928125
air_00a91d42b08b08d9_2017-04-24,20.573761968736296
air_00a91d42b08b08d9_2017-04-25,23.44429676413316
air_00a91d42b08b08d9_2017-04-26,27.120909900444243
air_00a91d42b08b08d9_2017-04-27,29.41449923364168
air_00a91d42b08b08d9_2017-04-28,35.92430652211932
air_00a91d42b08b08d9_2017-04-29,35.0781362397277
air_00a91d42b08b08d9_2017-04-30,2.009556868928125
air_00a91d42b08b08d9_2017-05-01,20.573761968736296
air_00a91d42b08b08d9_2017-05-02,23.44429676413316
air_00a91d42b08b08d9_2017-05-03,29.568730286007973
air_00a91d42b08b08d9_2017-05-04,27.65400816204009
air_00a91d42b08b08d9_2017-05-05,37.22368872117823
air_00a91d42b08b08d9_2017-05-06,13.262920607713532
air_00a91d42b08b08d9_2017-05-07,2.009556868928125
air_00a91d42b08b08d9_2017-05-08,20.573761968736296
air_00a91d42b08b08d9_2017-05-09,23.44429676413316
air_00a91d42b08b08d9_2017-05-10,27.120909900444243
air_00a91d42b08b08d9_2017-05-11,29.41449923364168
air_00a91d42b08b08d9_2017-05-12,35.92430652211932
air_00a91d42b08b08d9_2017-05-13,13.262920607713532
air_00a91d42b08b08d9_2017-05-14,2.009556868928125
air_00a91d42b08b08d9_2017-05-15,20.573761968736296
air_00a91d42b08b08d9_2017-05-16,23.44429676413316
air_00a91d42b08b08d9_2017-05-17,27.120909900444243
air_00a91d42b08b08d9_2017-05-18,29.41449923364168
air_00a91d42b08b08d9_2017-05-19,35.92430652211932
air_00a91d42b08b08d9_2017-05-20,13.262920607713532
air_00a91d42b08b08d9_2017-05-21,2.009556868928125
air_00a91d42b08b08d9_2017-05-22,20.573761968736296
air_00a91d42b08b08d9_2017-05-23,23.44429676413316
air_00a91d42b08b08d9_2017-05-24,27.120909900444243
air_00a91d42b08b08d9_2017-05-25,29.41449923364168
air_00a91d42b08b08d9_2017-05-26,35.92430652211932
air_00a91d42b08b08d9_2017-05-27,13.262920607713532
air_00a91d42b08b08d9_2017-05-28,2.009556868928125
air_00a91d42b08b08d9_2017-05-29,20.573761968736296
air_00a91d42b08b08d9_2017-05-30,23.44429676413316
air_00a91d42b08b08d9_2017-05-31,27.120909900444243
air_0164b9927d20bcc3_2017-04-23,1.0297891450907892
air_0164b9927d20bcc3_2017-04-24,7.194475664003315
air_0164b9927d20bcc3_2017-04-25,8.944180777156811
air_0164b9927d20bcc3_2017-04-26,9.020398585894407
air_0164b9927d20bcc3_2017-04-27,9.260198728984015
air_0164b9927d20bcc3_2017-04-28,10.801292101736644
air_0164b9927d20bcc3_2017-04-29,7.89071681068767
air_0164b9927d20bcc3_2017-04-30,1.0297891450907892
air_0164b9927d20bcc3_2017-05-01,7.306763889626387
air_0164b9927d20bcc3_2017-05-02,8.944180777156811
air_0164b9927d20bcc3_2017-05-03,9.92131046476511
air_0164b9927d20bcc3_2017-05-04,10.683387263474303
air_0164b9927d20bcc3_2017-05-05,11.157849678054815
air_0164b9927d20bcc3_2017-05-06,6.1388538499467415
air_0164b9927d20bcc3_2017-05-07,1.0297891450907892
air_0164b9927d20bcc3_2017-05-08,7.194475664003315
air_0164b9927d20bcc3_2017-05-09,8.944180777156811
air_0164b9927d20bcc3_2017-05-10,9.020398585894407
air_0164b9927d20bcc3_2017-05-11,9.203803065972433
air_0164b9927d20bcc3_2017-05-12,10.801292101736644
air_0164b9927d20bcc3_2017-05-13,13.543279279451774
air_0164b9927d20bcc3_2017-05-14,1.0297891450907892
air_0164b9927d20bcc3_2017-05-15,7.194475664003315
air_0164b9927d20bcc3_2017-05-16,8.944180777156811
air_0164b9927d20bcc3_2017-05-17,9.020398585894407
air_0164b9927d20bcc3_2017-05-18,9.203803065972433
air_0164b9927d20bcc3_2017-05-19,10.801292101736644
air_0164b9927d20bcc3_2017-05-20,6.1388538499467415
air_0164b9927d20bcc3_2017-05-21,1.0297891450907892
air_0164b9927d20bcc3_2017-05-22,7.194475664003315
air_0164b9927d20bcc3_2017-05-23,8.944180777156811
air_0164b9927d20bcc3_2017-05-24,9.020398585894407
air_0164b9927d20bcc3_2017-05-25,9.203803065972433
air_0164b9927d20bcc3_2017-05-26,10.801292101736644
air_0164b9927d20bcc3_2017-05-27,6.1388538499467415
air_0164b9927d20bcc3_2017-05-28,1.0297891450907892
air_0164b9927d20bcc3_2017-05-29,7.194475664003315
air_0164b9927d20bcc3_2017-05-30,8.944180777156811
air_0164b9927d20bcc3_2017-05-31,9.020398585894407
air_0241aa3964b7f861_2017-04-23,10.654200856189634
air_0241aa3964b7f861_2017-04-24,8.636344806086752
air_0241aa3964b7f861_2017-04-25,8.416442410450474
air_0241aa3964b7f861_2017-04-26,9.680341819590597
air_0241aa3964b7f861_2017-04-27,4.898150187887893
air_0241aa3964b7f861_2017-04-28,7.733172929841603
air_0241aa3964b7f861_2017-04-29,11.6446749617006
air_0241aa3964b7f861_2017-04-30,10.654200856189634
air_0241aa3964b7f861_2017-05-01,8.636344806086752
air_0241aa3964b7f861_2017-05-02,8.416442410450474
air_0241aa3964b7f861_2017-05-03,12.267271840722126
air_0241aa3964b7f861_2017-05-04,6.749243299858082
air_0241aa3964b7f861_2017-05-05,9.821077458109624
air_0241aa3964b7f861_2017-05-06,13.471610076185607
air_0241aa3964b7f861_2017-05-07,10.654200856189634
air_0241aa3964b7f861_2017-05-08,8.636344806086752
air_0241aa3964b7f861_2017-05-09,8.416442410450474
air_0241aa3964b7f861_2017-05-10,9.680341819590597
air_0241aa3964b7f861_2017-05-11,4.898150187887893
air_0241aa3964b7f861_2017-05-12,7.733172929841603
air_0241aa3964b7f861_2017-05-13,13.471610076185607
air_0241aa3964b7f861_2017-05-14,10.654200856189634
air_0241aa3964b7f861_2017-05-15,8.636344806086752
air_0241aa3964b7f861_2017-05-16,8.416442410450474
air_0241aa3964b7f861_2017-05-17,9.680341819590597
air_0241aa3964b7f861_2017-05-18,4.898150187887893
air_0241aa3964b7f861_2017-05-19,7.733172929841603
air_0241aa3964b7f861_2017-05-20,13.471610076185607
air_0241aa3964b7f861_2017-05-21,10.654200856189634
air_0241aa3964b7f861_2017-05-22,8.636344806086752
air_0241aa3964b7f861_2017-05-23,8.416442410450474
air_0241aa3964b7f861_2017-05-24,9.680341819590597
air_0241aa3964b7f861_2017-05-25,4.898150187887893
air_0241aa3964b7f861_2017-05-26,7.733172929841603
air_0241aa3964b7f861_2017-05-27,13.471610076185607
air_0241aa3964b7f861_2017-05-28,10.654200856189634
air_0241aa3964b7f861_2017-05-29,8.636344806086752
air_0241aa3964b7f861_2017-05-30,8.416442410450474
air_0241aa3964b7f861_2017-05-31,9.680341819590597
air_0328696196e46f18_2017-04-23,10.315366294223162
air_0328696196e46f18_2017-04-24,6.279461407712841
air_0328696196e46f18_2017-04-25,7.21875647821757
air_0328696196e46f18_2017-04-26,6.80095524031878
air_0328696196e46f18_2017-04-27,8.88485220330443
air_0328696196e46f18_2017-04-28,6.646848995854753
air_0328696196e46f18_2017-04-29,8.226240915481151
air_0328696196e46f18_2017-04-30,10.315366294223162
