id,visitors
air_00a91d42b08b08d9_2017-04-23,2.210022449493408
air_00a91d42b08b08d9_2017-04-24,19.90306854248047
air_00a91d42b08b08d9_2017-04-25,22.70209503173828
air_00a91d42b08b08d9_2017-04-26,26.485523223876953
air_00a91d42b08b08d9_2017-04-27,28.0227108001709
air_00a91d42b08b08d9_2017-04-28,34.05331802368164
air_00a91d42b08b08d9_2017-04-29,23.394939422607422
air_00a91d42b08b08d9_2017-04-30,2.210022449493408
air_00a91d42b08b08d9_2017-05-01,19.90306854248047
air_00a91d42b08b08d9_2017-05-02,22.70209503173828
air_00a91d42b08b08d9_2017-05-03,26.791690826416016
air_00a91d42b08b08d9_2017-05-04,27.428234100341797
air_00a91d42b08b08d9_2017-05-05,34.2979736328125
air_00a91d42b08b08d9_2017-05-06,13.60328483581543
air_00a91d42b08b08d9_2017-05-07,2.210022449493408
air_00a91d42b08b08d9_2017-05-08,19.90306854248047
air_00a91d42b08b08d9_2017-05-09,22.70209503173828
air_00a91d42b08b08d9_2017-05-10,26.485523223876953
air_00a91d42b08b08d9_2017-05-11,28.0227108001709
air_00a91d42b08b08d9_2017-05-12,34.05331802368164
air_00a91d42b08b08d9_2017-05-13,13.60328483581543
air_00a91d42b08b08d9_2017-05-14,2.210022449493408
air_00a91d42b08b08d9_2017-05-15,19.90306854248047
air_00a91d42b08b08d9_2017-05-16,22.70209503173828
air_00a91d42b08b08d9_2017-05-17,26.485523223876953
air_00a91d42b08b08d9_2017-05-18,28.0227108001709
air_00a91d42b08b08d9_2017-05-19,34.05331802368164
air_00a91d42b08b08d9_2017-05-20,13.60328483581543
air_00a91d42b08b08d9_2017-05-21,2.210022449493408
air_00a91d42b08b08d9_2017-05-22,19.90306854248047
air_00a91d42b08b08d9_2017-05-23,22.70209503173828
air_00a91d42b08b08d9_2017-05-24,26.485523223876953
air_00a91d42b08b08d9_2017-05-25,28.0227108001709
air_00a91d42b08b08d9_2017-05-26,34.05331802368164
air_00a91d42b08b08d9_2017-05-27,13.60328483581543
air_00a91d42b08b08d9_2017-05-28,2.210022449493408
air_00a91d42b08b08d9_2017-05-29,19.90306854248047
air_00a91d42b08b08d9_2017-05-30,22.70209503173828
air_00a91d42b08b08d9_2017-05-31,26.485523223876953
air_0164b9927d20bcc3_2017-04-23,1.5441573858261108
air_0164b9927d20bcc3_2017-04-24,6.85101842880249
air_0164b9927d20bcc3_2017-04-25,8.619171142578125
air_0164b9927d20bcc3_2017-04-26,8.400254249572754
air_0164b9927d20bcc3_2017-04-27,9.41401195526123
air_0164b9927d20bcc3_2017-04-28,10.648733139038086
air_0164b9927d20bcc3_2017-04-29,6.806178569793701
air_0164b9927d20bcc3_2017-04-30,1.5441573858261108
air_0164b9927d20bcc3_2017-05-01,6.875608921051025
air_0164b9927d20bcc3_2017-05-02,8.2138671875
air_0164b9927d20bcc3_2017-05-03,9.586488723754883
air_0164b9927d20bcc3_2017-05-04,10.420385360717773
air_0164b9927d20bcc3_2017-05-05,11.703023910522461
air_0164b9927d20bcc3_2017-05-06,5.989264965057373
air_0164b9927d20bcc3_2017-05-07,1.5441573858261108
air_0164b9927d20bcc3_2017-05-08,6.85101842880249
air_0164b9927d20bcc3_2017-05-09,8.619171142578125
air_0164b9927d20bcc3_2017-05-10,8.710209846496582
air_0164b9927d20bcc3_2017-05-11,9.369467735290527
air_0164b9927d20bcc3_2017-05-12,10.648733139038086
air_0164b9927d20bcc3_2017-05-13,12.118081092834473
air_0164b9927d20bcc3_2017-05-14,1.5441573858261108
air_0164b9927d20bcc3_2017-05-15,6.85101842880249
air_0164b9927d20bcc3_2017-05-16,8.638751983642578
air_0164b9927d20bcc3_2017-05-17,8.710209846496582
air_0164b9927d20bcc3_2017-05-18,9.369467735290527
air_0164b9927d20bcc3_2017-05-19,10.648733139038086
air_0164b9927d20bcc3_2017-05-20,5.989264965057373
air_0164b9927d20bcc3_2017-05-21,1.5441573858261108
air_0164b9927d20bcc3_2017-05-22,6.85101842880249
air_0164b9927d20bcc3_2017-05-23,8.638751983642578
air_0164b9927d20bcc3_2017-05-24,8.710209846496582
air_0164b9927d20bcc3_2017-05-25,9.369467735290527
air_0164b9927d20bcc3_2017-05-26,10.648733139038086
air_0164b9927d20bcc3_2017-05-27,5.989264965057373
air_0164b9927d20bcc3_2017-05-28,1.5441573858261108
air_0164b9927d20bcc3_2017-05-29,6.85101842880249
air_0164b9927d20bcc3_2017-05-30,8.638751983642578
air_0164b9927d20bcc3_2017-05-31,8.710209846496582
air_0241aa3964b7f861_2017-04-23,10.270916938781738
air_0241aa3964b7f861_2017-04-24,8.154021263122559
air_0241aa3964b7f861_2017-04-25,8.150948524475098
air_0241aa3964b7f861_2017-04-26,9.151294708251953
air_0241aa3964b7f861_2017-04-27,4.653396129608154
air_0241aa3964b7f861_2017-04-28,7.250313758850098
air_0241aa3964b7f861_2017-04-29,12.034963607788086
air_0241aa3964b7f861_2017-04-30,10.270916938781738
